,pairs,counts,probs
8139,MBB,0,0.0
8140,MBC,1,1.2445736588474252e-06
8141,MBD,4,4.978294635389701e-06
8142,MBE,369,0.0004592476801146999
8143,MBF,0,0.0
8144,MBG,0,0.0
8145,MBH,7,8.712015611931977e-06
8146,MBI,79,9.832131904894659e-05
8147,MBJ,0,0.0
8148,MBK,7,8.712015611931977e-06
8149,MBL,126,0.00015681628101477557
8150,MBM,0,0.0
8151,MBN,0,0.0
8152,MBO,176,0.00021904496395714685
8153,MBP,0,0.0
8154,MBQ,0,0.0
8155,MBR,199,0.0002476701581106376
8156,MBS,23,2.862519415349078e-05
8157,MBT,2,2.4891473176948504e-06
8158,MBU,75,9.334302441355689e-05
8159,MBV,0,0.0
8160,MBW,0,0.0
8161,MBX,0,0.0
8162,MBY,29,3.609263610657533e-05
8163,MBZ,0,0.0
8164,MCA,92,0.00011450077661396313
8165,MCB,31,3.858178342427018e-05
8166,MCC,536,0.0006670914811422199
8167,MCD,79,9.832131904894659e-05
8168,MCE,95,0.0001182344975905054
8169,MCF,48,5.973953562467641e-05
8170,MCG,271,0.0003372794615476522
8171,MCH,69,8.587558246047234e-05
8172,MCI,55,6.845155123660839e-05
8173,MCJ,4,4.978294635389701e-06
8174,MCK,190,0.0002364689951810108
8175,MCL,82,0.00010205504002548886
8176,MCM,99,0.0001232127922258951
8177,MCN,101,0.00012570193954358994
8178,MCO,14,1.7424031223863953e-05
8179,MCP,33,4.107093074196503e-05
8180,MCQ,51,6.347325660121869e-05
8181,MCR,25,3.111434147118563e-05
8182,MCS,31,3.858178342427018e-05
8183,MCT,18,2.2402325859253653e-05
8184,MCU,2,2.4891473176948504e-06
8185,MCV,18,2.2402325859253653e-05
8186,MCW,29,3.609263610657533e-05
8187,MCX,0,0.0
8188,MCY,0,0.0
8189,MCZ,18,2.2402325859253653e-05
8190,MDA,26,3.2358915130033056e-05
8191,MDB,0,0.0
8192,MDC,0,0.0
8193,MDD,0,0.0
8194,MDE,14,1.7424031223863953e-05
8195,MDF,0,0.0
8196,MDG,0,0.0
8197,MDH,3,3.7337209765422758e-06
8198,MDI,6,7.4674419530845516e-06
8199,MDJ,1,1.2445736588474252e-06
8200,MDK,0,0.0
8201,MDL,0,0.0
8202,MDM,0,0.0
8203,MDN,0,0.0
8204,MDO,2,2.4891473176948504e-06
8205,MDP,0,0.0
8206,MDQ,0,0.0
8207,MDR,0,0.0
8208,MDS,0,0.0
8209,MDT,1,1.2445736588474252e-06
8210,MDU,1,1.2445736588474252e-06
8211,MDV,0,0.0
8212,MDW,0,0.0
8213,MDX,0,0.0
8214,MDY,1,1.2445736588474252e-06
8215,MDZ,0,0.0
8216,MEA,102,0.00012694651320243737
8217,MEB,9,1.1201162929626827e-05
8218,MEC,62,7.716356684854036e-05
8219,MED,208,0.00025887132104026445
8220,MEE,97,0.00012072364490820025
8221,MEF,4,4.978294635389701e-06
8222,MEG,52,6.471783026006611e-05
8223,MEH,94,0.00011698992393165798
8224,MEI,343,0.00042688876498466686
8225,MEJ,40,4.9782946353897006e-05
8226,MEK,51,6.347325660121869e-05
8227,MEL,642,0.000799016288980047
8228,MEM,32,3.9826357083117606e-05
8229,MEN,796,0.0009906806324425504
8230,MEO,23,2.862519415349078e-05
8231,MEP,3,3.7337209765422758e-06
8232,MEQ,1,1.2445736588474252e-06
8233,MER,1519,0.001890507387789239
8234,MES,350,0.0004356007805965988
8235,MET,243,0.0003024313990999243
8236,MEU,36,4.4804651718507306e-05
8237,MEV,6,7.4674419530845516e-06
8238,MEW,15,1.8668604882711378e-05
8239,MEX,7,8.712015611931977e-06
8240,MEY,335,0.00041693217571388746
8241,MEZ,112,0.00013939224979091162
8242,MFA,2,2.4891473176948504e-06
8243,MFB,0,0.0
8244,MFC,0,0.0
8245,MFD,0,0.0
8246,MFE,6,7.4674419530845516e-06
8247,MFF,0,0.0
8248,MFG,0,0.0
8249,MFH,0,0.0
8250,MFI,15,1.8668604882711378e-05
8251,MFJ,0,0.0
8252,MFK,0,0.0
8253,MFL,2,2.4891473176948504e-06
8254,MFM,0,0.0
8255,MFN,0,0.0
8256,MFO,20,2.4891473176948503e-05
8257,MFP,0,0.0
8258,MFQ,0,0.0
8259,MFR,4,4.978294635389701e-06
8260,MFS,0,0.0
8261,MFT,0,0.0
8262,MFU,0,0.0
8263,MFV,0,0.0
8264,MFW,0,0.0
8265,MFX,0,0.0
8266,MFY,0,0.0
8267,MFZ,0,0.0
8268,MGA,23,2.862519415349078e-05
8269,MGB,0,0.0
8270,MGC,0,0.0
8271,MGD,0,0.0
8272,MGE,6,7.4674419530845516e-06
8273,MGF,0,0.0
8274,MGG,0,0.0
8275,MGH,0,0.0
8276,MGI,1,1.2445736588474252e-06
8277,MGJ,0,0.0
8278,MGK,0,0.0
8279,MGL,0,0.0
8280,MGM,0,0.0
8281,MGN,0,0.0
8282,MGO,8,9.956589270779402e-06
8283,MGP,0,0.0
8284,MGQ,0,0.0
8285,MGR,12,1.4934883906169103e-05
8286,MGS,0,0.0
8287,MGT,0,0.0
8288,MGU,2,2.4891473176948504e-06
8289,MGV,0,0.0
8290,MGW,0,0.0
8291,MGX,0,0.0
8292,MGY,1,1.2445736588474252e-06
8293,MGZ,0,0.0
8294,MHA,17,2.1157752200406228e-05
8295,MHB,0,0.0
8296,MHC,0,0.0
8297,MHD,0,0.0
8298,MHE,4,4.978294635389701e-06
8299,MHF,0,0.0
8300,MHG,0,0.0
8301,MHH,0,0.0
8302,MHI,4,4.978294635389701e-06
8303,MHJ,0,0.0
8304,MHK,0,0.0
8305,MHL,0,0.0
8306,MHM,0,0.0
8307,MHN,0,0.0
8308,MHO,28,3.4848062447727906e-05
8309,MHP,0,0.0
8310,MHQ,0,0.0
8311,MHR,0,0.0
8312,MHS,0,0.0
8313,MHT,0,0.0
8314,MHU,1,1.2445736588474252e-06
8315,MHV,0,0.0
8316,MHW,0,0.0
8317,MHX,0,0.0
8318,MHY,0,0.0
8319,MHZ,0,0.0
8320,MIA,93,0.00011574535027281055
8321,MIB,3,3.7337209765422758e-06
8322,MIC,305,0.0003795949659484647
8323,MID,137,0.00017050659126209726
8324,MIE,207,0.000257626747381417
8325,MIF,4,4.978294635389701e-06
8326,MIG,99,0.0001232127922258951
8327,MIH,41,5.102752001274443e-05
8328,MII,3,3.7337209765422758e-06
8329,MIJ,14,1.7424031223863953e-05
8330,MIK,115,0.0001431259707674539
8331,MIL,561,0.0006982058226134056
8332,MIM,18,2.2402325859253653e-05
8333,MIN,737,0.0009172507865705524
8334,MIO,35,4.356007805965988e-05
8335,MIP,1,1.2445736588474252e-06
8336,MIQ,2,2.4891473176948504e-06
8337,MIR,333,0.0004144430283961926
8338,MIS,269,0.0003347903142299574
8339,MIT,345,0.0004293779123023617
8340,MIU,6,7.4674419530845516e-06
8341,MIV,2,2.4891473176948504e-06
8342,MIW,1,1.2445736588474252e-06
8343,MIX,13,1.6179457565016528e-05
8344,MIY,37,4.604922537735473e-05
8345,MIZ,46,5.725038830698156e-05
8346,MJA,8,9.956589270779402e-06
8347,MJB,0,0.0
8348,MJC,0,0.0
8349,MJD,0,0.0
8350,MJE,2,2.4891473176948504e-06
8351,MJF,0,0.0
8352,MJG,0,0.0
8353,MJH,0,0.0
8354,MJI,5,6.222868294237126e-06
8355,MJJ,0,0.0
8356,MJK,0,0.0
8357,MJL,0,0.0
8358,MJM,0,0.0
8359,MJN,0,0.0
8360,MJO,3,3.7337209765422758e-06
8361,MJP,0,0.0
8362,MJQ,0,0.0
8363,MJR,0,0.0
8364,MJS,0,0.0
8365,MJT,0,0.0
8366,MJU,1,1.2445736588474252e-06
8367,MJV,0,0.0
8368,MJW,0,0.0
8369,MJX,0,0.0
8370,MJY,0,0.0
8371,MJZ,0,0.0
8372,MKA,18,2.2402325859253653e-05
8373,MKB,0,0.0
8374,MKC,0,0.0
8375,MKD,0,0.0
8376,MKE,63,7.840814050738779e-05
8377,MKF,0,0.0
8378,MKG,0,0.0
8379,MKH,3,3.7337209765422758e-06
8380,MKI,20,2.4891473176948503e-05
8381,MKJ,0,0.0
8382,MKK,0,0.0
8383,MKL,0,0.0
8384,MKM,0,0.0
8385,MKN,2,2.4891473176948504e-06
8386,MKO,35,4.356007805965988e-05
8387,MKP,0,0.0
8388,MKQ,0,0.0
8389,MKR,2,2.4891473176948504e-06
8390,MKS,0,0.0
8391,MKT,0,0.0
8392,MKU,14,1.7424031223863953e-05
8393,MKV,0,0.0
8394,MKW,0,0.0
8395,MKX,0,0.0
8396,MKY,0,0.0
8397,MKZ,0,0.0
8398,MLA,37,4.604922537735473e-05
8399,MLB,0,0.0
8400,MLC,0,0.0
8401,MLD,0,0.0
8402,MLE,129,0.00016055000199131786
8403,MLF,0,0.0
8404,MLG,0,0.0
8405,MLH,0,0.0
8406,MLI,66,8.214186148393006e-05
8407,MLJ,0,0.0
8408,MLK,0,0.0
8409,MLL,0,0.0
8410,MLM,0,0.0
8411,MLN,1,1.2445736588474252e-06
8412,MLO,22,2.7380620494643356e-05
8413,MLP,0,0.0
8414,MLQ,0,0.0
8415,MLR,0,0.0
8416,MLS,1,1.2445736588474252e-06
8417,MLT,0,0.0
8418,MLU,3,3.7337209765422758e-06
8419,MLV,0,0.0
8420,MLW,0,0.0
8421,MLX,0,0.0
8422,MLY,17,2.1157752200406228e-05
8423,MLZ,0,0.0
8424,MMA,176,0.00021904496395714685
8425,MMB,0,0.0
8426,MMC,0,0.0
8427,MMD,0,0.0
8428,MME,591,0.0007355430323788283
8429,MMF,0,0.0
8430,MMG,0,0.0
8431,MMH,0,0.0
8432,MMI,128,0.00015930542833247042
8433,MMJ,0,0.0
8434,MMK,0,0.0
8435,MML,12,1.4934883906169103e-05
8436,MMM,0,0.0
8437,MMN,0,0.0
8438,MMO,97,0.00012072364490820025
8439,MMP,0,0.0
8440,MMQ,0,0.0
8441,MMR,3,3.7337209765422758e-06
8442,MMS,9,1.1201162929626827e-05
8443,MMT,0,0.0
8444,MMU,7,8.712015611931977e-06
8445,MMV,0,0.0
8446,MMW,0,0.0
8447,MMX,0,0.0
8448,MMY,16,1.9913178541558803e-05
8449,MMZ,0,0.0
8450,MNA,15,1.8668604882711378e-05
8451,MNB,0,0.0
8452,MNC,0,0.0
8453,MND,0,0.0
8454,MNE,21,2.613604683579593e-05
8455,MNF,0,0.0
8456,MNG,1,1.2445736588474252e-06
8457,MNH,0,0.0
8458,MNI,20,2.4891473176948503e-05
8459,MNJ,0,0.0
8460,MNK,0,0.0
8461,MNL,0,0.0
8462,MNM,0,0.0
8463,MNN,0,0.0
8464,MNO,2,2.4891473176948504e-06
8465,MNP,0,0.0
8466,MNQ,0,0.0
8467,MNR,0,0.0
8468,MNS,0,0.0
8469,MNT,0,0.0
8470,MNU,1,1.2445736588474252e-06
8471,MNV,0,0.0
8472,MNW,0,0.0
8473,MNX,0,0.0
8474,MNY,3,3.7337209765422758e-06
8475,MNZ,0,0.0
8476,MOA,32,3.9826357083117606e-05
8477,MOB,13,1.6179457565016528e-05
8478,MOC,60,7.467441953084551e-05
8479,MOD,75,9.334302441355689e-05
8480,MOE,90,0.00011201162929626828
8481,MOF,17,2.1157752200406228e-05
8482,MOG,41,5.102752001274443e-05
8483,MOH,87,0.000108277908319726
8484,MOI,30,3.7337209765422756e-05
8485,MOJ,8,9.956589270779402e-06
8486,MOK,27,3.360348878888048e-05
8487,MOL,286,0.0003559480664303636
8488,MOM,38,4.7293799036202156e-05
8489,MON,1174,0.0014611294754868771
8490,MOO,103,0.00012819108686128479
8491,MOP,9,1.1201162929626827e-05
8492,MOQ,3,3.7337209765422758e-06
8493,MOR,842,0.001047931020749532
8494,MOS,272,0.00033852403520649965
8495,MOT,210,0.00026136046835795927
8496,MOU,175,0.0002178003902982994
8497,MOV,63,7.840814050738779e-05
8498,MOW,55,6.845155123660839e-05
8499,MOX,10,1.2445736588474251e-05
8500,MOY,44,5.476124098928671e-05
8501,MOZ,40,4.9782946353897006e-05
8502,MPA,129,0.00016055000199131786
8503,MPB,5,6.222868294237126e-06
8504,MPC,1,1.2445736588474252e-06
8505,MPD,0,0.0
8506,MPE,228,0.00028376279421721295
8507,MPF,43,5.351666733043929e-05
8508,MPG,0,0.0
8509,MPH,65,8.089728782508264e-05
8510,MPI,81,0.00010081046636664144
8511,MPJ,0,0.0
8512,MPK,28,3.4848062447727906e-05
8513,MPL,80,9.956589270779401e-05
8514,MPM,8,9.956589270779402e-06
8515,MPN,7,8.712015611931977e-06
8516,MPO,94,0.00011698992393165798
8517,MPP,21,2.613604683579593e-05
8518,MPQ,0,0.0
8519,MPR,25,3.111434147118563e-05
8520,MPS,67,8.338643514277749e-05
8521,MPT,28,3.4848062447727906e-05
8522,MPU,16,1.9913178541558803e-05
8523,MPV,0,0.0
8524,MPW,1,1.2445736588474252e-06
8525,MPX,0,0.0
8526,MPY,8,9.956589270779402e-06
8527,MPZ,1,1.2445736588474252e-06
8528,MQA,0,0.0
8529,MQB,0,0.0
8530,MQC,0,0.0
8531,MQD,0,0.0
8532,MQE,0,0.0
8533,MQF,0,0.0
8534,MQG,0,0.0
8535,MQH,0,0.0
8536,MQI,0,0.0
8537,MQJ,0,0.0
8538,MQK,0,0.0
8539,MQL,0,0.0
8540,MQM,0,0.0
8541,MQN,0,0.0
8542,MQO,0,0.0
8543,MQP,0,0.0
8544,MQQ,0,0.0
8545,MQR,0,0.0
8546,MQS,0,0.0
8547,MQT,0,0.0
8548,MQU,11,1.3690310247321678e-05
8549,MQV,0,0.0
8550,MQW,0,0.0
8551,MQX,0,0.0
8552,MQY,0,0.0
8553,MQZ,0,0.0
8554,MRA,47,5.849496196582899e-05
8555,MRB,0,0.0
8556,MRC,1,1.2445736588474252e-06
8557,MRD,1,1.2445736588474252e-06
8558,MRE,24,2.9869767812338206e-05
8559,MRF,0,0.0
8560,MRG,0,0.0
8561,MRH,1,1.2445736588474252e-06
8562,MRI,38,4.7293799036202156e-05
8563,MRJ,0,0.0
8564,MRK,2,2.4891473176948504e-06
8565,MRL,0,0.0
8566,MRM,0,0.0
8567,MRN,1,1.2445736588474252e-06
8568,MRO,55,6.845155123660839e-05
8569,MRP,0,0.0
8570,MRQ,0,0.0
8571,MRR,0,0.0
8572,MRS,2,2.4891473176948504e-06
8573,MRT,1,1.2445736588474252e-06
8574,MRU,4,4.978294635389701e-06
8575,MRV,0,0.0
8576,MRW,0,0.0
8577,MRX,0,0.0
8578,MRY,4,4.978294635389701e-06
8579,MRZ,1,1.2445736588474252e-06
8580,MSA,20,2.4891473176948503e-05
8581,MSB,17,2.1157752200406228e-05
8582,MSC,15,1.8668604882711378e-05
8583,MSD,11,1.3690310247321678e-05
8584,MSE,68,8.463100880162491e-05
8585,MSF,1,1.2445736588474252e-06
8586,MSG,0,0.0
8587,MSH,21,2.613604683579593e-05
8588,MSI,20,2.4891473176948503e-05
8589,MSJ,2,2.4891473176948504e-06
8590,MSK,53,6.596240391891354e-05
8591,MSL,17,2.1157752200406228e-05
8592,MSM,4,4.978294635389701e-06
8593,MSN,2,2.4891473176948504e-06
8594,MSO,51,6.347325660121869e-05
8595,MSP,3,3.7337209765422758e-06
8596,MSQ,0,0.0
8597,MSR,2,2.4891473176948504e-06
8598,MSS,2,2.4891473176948504e-06
8599,MST,87,0.000108277908319726
8600,MSU,4,4.978294635389701e-06
8601,MSV,0,0.0
8602,MSW,3,3.7337209765422758e-06
8603,MSX,0,0.0
8604,MSY,2,2.4891473176948504e-06
8605,MSZ,1,1.2445736588474252e-06
8606,MTA,3,3.7337209765422758e-06
8607,MTB,0,0.0
8608,MTC,0,0.0
8609,MTD,0,0.0
8610,MTE,8,9.956589270779402e-06
8611,MTF,0,0.0
8612,MTG,0,0.0
8613,MTH,2,2.4891473176948504e-06
8614,MTI,4,4.978294635389701e-06
8615,MTJ,0,0.0
8616,MTK,0,0.0
8617,MTL,0,0.0
8618,MTM,1,1.2445736588474252e-06
8619,MTN,1,1.2445736588474252e-06
8620,MTO,6,7.4674419530845516e-06
8621,MTP,0,0.0
8622,MTQ,0,0.0
8623,MTR,0,0.0
8624,MTS,2,2.4891473176948504e-06
8625,MTT,0,0.0
8626,MTU,0,0.0
8627,MTV,1,1.2445736588474252e-06
8628,MTW,0,0.0
8629,MTX,0,0.0
8630,MTY,0,0.0
8631,MTZ,1,1.2445736588474252e-06
8632,MUA,7,8.712015611931977e-06
8633,MUB,3,3.7337209765422758e-06
8634,MUC,60,7.467441953084551e-05
8635,MUD,50,6.222868294237126e-05
8636,MUE,80,9.956589270779401e-05
8637,MUF,11,1.3690310247321678e-05
8638,MUG,28,3.4848062447727906e-05
8639,MUH,38,4.7293799036202156e-05
8640,MUI,19,2.3646899518101078e-05
8641,MUJ,14,1.7424031223863953e-05
8642,MUK,30,3.7337209765422756e-05
8643,MUL,229,0.0002850073678760604
8644,MUM,28,3.4848062447727906e-05
8645,MUN,245,0.0003049205464176192
8646,MUO,5,6.222868294237126e-06
8647,MUP,2,2.4891473176948504e-06
8648,MUQ,0,0.0
8649,MUR,281,0.0003497251981361265
8650,MUS,257,0.0003198554303237883
8651,MUT,125,0.00015557170735592816
8652,MUU,1,1.2445736588474252e-06
8653,MUV,0,0.0
8654,MUW,1,1.2445736588474252e-06
8655,MUX,1,1.2445736588474252e-06
8656,MUY,7,8.712015611931977e-06
8657,MUZ,25,3.111434147118563e-05
8658,MVA,2,2.4891473176948504e-06
8659,MVB,0,0.0
8660,MVC,0,0.0
8661,MVD,0,0.0
8662,MVE,0,0.0
8663,MVF,0,0.0
8664,MVG,0,0.0
8665,MVH,0,0.0
8666,MVI,2,2.4891473176948504e-06
8667,MVJ,0,0.0
8668,MVK,0,0.0
8669,MVL,0,0.0
8670,MVM,0,0.0
8671,MVN,0,0.0
8672,MVO,2,2.4891473176948504e-06
8673,MVP,0,0.0
8674,MVQ,0,0.0
8675,MVR,0,0.0
8676,MVS,0,0.0
8677,MVT,0,0.0
8678,MVU,0,0.0
8679,MVV,0,0.0
8680,MVW,0,0.0
8681,MVX,0,0.0
8682,MVY,0,0.0
8683,MVZ,0,0.0
8684,MWA,14,1.7424031223863953e-05
8685,MWB,0,0.0
8686,MWC,0,0.0
8687,MWD,0,0.0
8688,MWE,9,1.1201162929626827e-05
8689,MWF,0,0.0
8690,MWG,0,0.0
8691,MWH,0,0.0
8692,MWI,4,4.978294635389701e-06
8693,MWJ,0,0.0
8694,MWK,0,0.0
8695,MWL,0,0.0
8696,MWM,0,0.0
8697,MWN,0,0.0
8698,MWO,4,4.978294635389701e-06
8699,MWP,0,0.0
8700,MWQ,0,0.0
8701,MWR,1,1.2445736588474252e-06
8702,MWS,0,0.0
8703,MWT,0,0.0
8704,MWU,0,0.0
8705,MWV,0,0.0
8706,MWW,0,0.0
8707,MWX,0,0.0
8708,MWY,0,0.0
8709,MWZ,0,0.0
8710,MXA,0,0.0
8711,MXB,0,0.0
8712,MXC,0,0.0
8713,MXD,0,0.0
8714,MXE,0,0.0
8715,MXF,0,0.0
8716,MXG,0,0.0
8717,MXH,0,0.0
8718,MXI,0,0.0
8719,MXJ,0,0.0
8720,MXK,0,0.0
8721,MXL,0,0.0
8722,MXM,0,0.0
8723,MXN,0,0.0
8724,MXO,0,0.0
8725,MXP,0,0.0
8726,MXQ,0,0.0
8727,MXR,0,0.0
8728,MXS,0,0.0
8729,MXT,0,0.0
8730,MXU,0,0.0
8731,MXV,0,0.0
8732,MXW,0,0.0
8733,MXX,0,0.0
8734,MXY,0,0.0
8735,MXZ,0,0.0
8736,MYA,18,2.2402325859253653e-05
8737,MYB,0,0.0
8738,MYC,4,4.978294635389701e-06
8739,MYD,6,7.4674419530845516e-06
8740,MYE,58,7.218527221315066e-05
8741,MYF,0,0.0
8742,MYG,2,2.4891473176948504e-06
8743,MYH,7,8.712015611931977e-06
8744,MYI,1,1.2445736588474252e-06
8745,MYJ,2,2.4891473176948504e-06
8746,MYK,13,1.6179457565016528e-05
8747,MYL,17,2.1157752200406228e-05
8748,MYM,0,0.0
8749,MYN,11,1.3690310247321678e-05
8750,MYO,5,6.222868294237126e-06
8751,MYP,0,0.0
8752,MYQ,0,0.0
8753,MYR,28,3.4848062447727906e-05
8754,MYS,15,1.8668604882711378e-05
8755,MYT,7,8.712015611931977e-06
8756,MYU,1,1.2445736588474252e-06
8757,MYV,1,1.2445736588474252e-06
8758,MYW,0,0.0
8759,MYX,1,1.2445736588474252e-06
8760,MYY,0,0.0
8761,MYZ,0,0.0
8762,MZA,12,1.4934883906169103e-05
8763,MZB,0,0.0
8764,MZC,0,0.0
8765,MZD,0,0.0
8766,MZE,5,6.222868294237126e-06
8767,MZF,0,0.0
8768,MZG,0,0.0
8769,MZH,0,0.0
8770,MZI,2,2.4891473176948504e-06
8771,MZJ,0,0.0
8772,MZK,0,0.0
8773,MZL,0,0.0
8774,MZM,0,0.0
8775,MZN,0,0.0
8776,MZO,2,2.4891473176948504e-06
8777,MZP,0,0.0
8778,MZQ,0,0.0
8779,MZR,0,0.0
8780,MZS,0,0.0
8781,MZT,0,0.0
8782,MZU,0,0.0
8783,MZV,0,0.0
8784,MZW,0,0.0
8785,MZX,0,0.0
8786,MZY,2,2.4891473176948504e-06
8787,MZZ,0,0.0
8788,NAA,30,3.7337209765422756e-05
8789,NAB,118,0.00014685969174399617
8790,NAC,238,0.0002962085308056872
8791,NAD,150,0.00018668604882711377
8792,NAE,28,3.4848062447727906e-05
8793,NAF,40,4.9782946353897006e-05
8794,NAG,258,0.0003211000039826357
8795,NAH,126,0.00015681628101477557
8796,NAI,101,0.00012570193954358994
8797,NAJ,38,4.7293799036202156e-05
8798,NAK,175,0.0002178003902982994
8799,NAL,282,0.0003509697717949739
8800,NAM,181,0.00022526783225138396
8801,NAN,594,0.0007392767533553706
8802,NAO,18,2.2402325859253653e-05
8803,NAP,89,0.00011076705563742085
8804,NAQ,3,3.7337209765422758e-06
8805,NAR,564,0.0007019395435899479
8806,NAS,361,0.0004492910908439205
8807,NAT,308,0.00038332868692500695
8808,NAU,220,0.00027380620494643355
8809,NAV,120,0.00014934883906169102
8810,NAW,59,7.342984587199809e-05
8811,NAX,6,7.4674419530845516e-06
8812,NAY,85,0.00010578876100203115
8813,NAZ,72,8.960930343701461e-05
8814,NBA,330,0.0004107093074196503
8815,NBB,0,0.0
8816,NBC,0,0.0
8817,NBD,0,0.0
8818,NBE,598,0.0007442550479907603
8819,NBF,0,0.0
8820,NBG,0,0.0
8821,NBH,1,1.2445736588474252e-06
8822,NBI,30,3.7337209765422756e-05
8823,NBJ,0,0.0
8824,NBK,0,0.0
8825,NBL,36,4.4804651718507306e-05
8826,NBM,0,0.0
8827,NBN,0,0.0
8828,NBO,86,0.00010703333466087858
8829,NBP,0,0.0
8830,NBQ,0,0.0
8831,NBR,133,0.00016552829662670756
8832,NBS,0,0.0
8833,NBT,0,0.0
8834,NBU,189,0.00023522442152216336
8835,NBV,0,0.0
8836,NBW,0,0.0
8837,NBX,0,0.0
8838,NBY,25,3.111434147118563e-05
8839,NBZ,0,0.0
8840,NCA,184,0.00022900155322792625
8841,NCB,0,0.0
8842,NCC,0,0.0
8843,NCD,0,0.0
8844,NCE,344,0.0004281333386435143
8845,NCF,0,0.0
8846,NCG,0,0.0
8847,NCH,455,0.0005662810147755785
8848,NCI,268,0.00033354574057110995
8849,NCJ,0,0.0
8850,NCK,131,0.0001630391493090127
8851,NCL,27,3.360348878888048e-05
8852,NCM,0,0.0
8853,NCN,1,1.2445736588474252e-06
8854,NCO,172,0.00021406666932175715
8855,NCP,0,0.0
8856,NCQ,0,0.0
8857,NCR,28,3.4848062447727906e-05
8858,NCS,3,3.7337209765422758e-06
8859,NCT,4,4.978294635389701e-06
8860,NCU,26,3.2358915130033056e-05
8861,NCV,0,0.0
8862,NCW,0,0.0
8863,NCX,0,0.0
8864,NCY,29,3.609263610657533e-05
8865,NCZ,48,5.973953562467641e-05
8866,NDA,569,0.000708162411884185
8867,NDB,49,6.098410928352384e-05
8868,NDC,4,4.978294635389701e-06
8869,NDD,0,0.0
8870,NDE,1653,0.002057280258074794
8871,NDF,25,3.111434147118563e-05
8872,NDG,17,2.1157752200406228e-05
8873,NDH,58,7.218527221315066e-05
8874,NDI,404,0.0005028077581743597
8875,NDJ,2,2.4891473176948504e-06
8876,NDK,7,8.712015611931977e-06
8877,NDL,220,0.00027380620494643355
8878,NDM,32,3.9826357083117606e-05
8879,NDN,12,1.4934883906169103e-05
8880,NDO,580,0.0007218527221315067
8881,NDP,3,3.7337209765422758e-06
8882,NDQ,6,7.4674419530845516e-06
8883,NDR,517,0.0006434445816241188
8884,NDS,183,0.0002277569795690788
8885,NDT,134,0.00016677287028555497
8886,NDU,78,9.707674539009916e-05
8887,NDV,14,1.7424031223863953e-05
8888,NDW,23,2.862519415349078e-05
8889,NDX,0,0.0
8890,NDY,96,0.00011947907124935283
8891,NDZ,23,2.862519415349078e-05
8892,NEA,243,0.0003024313990999243
8893,NEB,111,0.0001381476761320642
8894,NEC,184,0.00022900155322792625
8895,NED,116,0.00014437054442630132
8896,NEE,141,0.00017548488589748696
8897,NEF,45,5.600581464813414e-05
8898,NEG,128,0.00015930542833247042
8899,NEH,88,0.00010952248197857343
8900,NEI,193,0.00024020271615755306
8901,NEJ,15,1.8668604882711378e-05
8902,NEK,192,0.00023895814249870565
8903,NEL,670,0.0008338643514277749
8904,NEM,210,0.00026136046835795927
8905,NEN,399,0.0004965848898801227
8906,NEO,22,2.7380620494643356e-05
8907,NEP,35,4.356007805965988e-05
8908,NEQ,1,1.2445736588474252e-06
8909,NER,1963,0.0024430980923174955
8910,NES,801,0.0009969035007367877
8911,NET,429,0.0005339220996455454
8912,NEU,112,0.00013939224979091162
8913,NEV,89,0.00011076705563742085
8914,NEW,165,0.00020535465370982516
8915,NEX,6,7.4674419530845516e-06
8916,NEY,612,0.0007616790792146242
8917,NEZ,246,0.0003061651200764666
8918,NFA,37,4.604922537735473e-05
8919,NFB,0,0.0
8920,NFC,0,0.0
8921,NFD,0,0.0
8922,NFE,127,0.000158060854673623
8923,NFF,3,3.7337209765422758e-06
8924,NFG,0,0.0
8925,NFH,0,0.0
8926,NFI,62,7.716356684854036e-05
8927,NFJ,0,0.0
8928,NFK,0,0.0
8929,NFL,14,1.7424031223863953e-05
8930,NFM,1,1.2445736588474252e-06
8931,NFN,0,0.0
8932,NFO,57,7.094069855430324e-05
8933,NFP,0,0.0
8934,NFQ,0,0.0
8935,NFR,37,4.604922537735473e-05
8936,NFS,0,0.0
8937,NFT,8,9.956589270779402e-06
8938,NFU,20,2.4891473176948503e-05
8939,NFV,0,0.0
8940,NFW,0,0.0
8941,NFX,0,0.0
8942,NFY,0,0.0
8943,NFZ,0,0.0
8944,NGA,423,0.0005264546576924609
8945,NGB,71,8.836472977816719e-05
8946,NGC,27,3.360348878888048e-05
8947,NGD,24,2.9869767812338206e-05
8948,NGE,1478,0.0018394798677764945
8949,NGF,29,3.609263610657533e-05
8950,NGG,16,1.9913178541558803e-05
8951,NGH,191,0.0002377135688398582
8952,NGI,182,0.0002265124059102314
8953,NGJ,2,2.4891473176948504e-06
8954,NGK,14,1.7424031223863953e-05
8955,NGL,233,0.0002899856625114501
8956,NGM,55,6.845155123660839e-05
8957,NGN,10,1.2445736588474251e-05
8958,NGO,210,0.00026136046835795927
8959,NGP,8,9.956589270779402e-06
8960,NGQ,5,6.222868294237126e-06
8961,NGR,116,0.00014437054442630132
8962,NGS,297,0.0003696383766776853
8963,NGT,217,0.0002700724839698913
8964,NGU,133,0.00016552829662670756
8965,NGV,8,9.956589270779402e-06
8966,NGW,49,6.098410928352384e-05
8967,NGX,2,2.4891473176948504e-06
8968,NGY,7,8.712015611931977e-06
