,name,gender,count,eligible,vowels,rem_count
105945,Yarrow,M,16,,2,0
105946,Yary,F,10,,2,0
105947,Yasaira,F,40,,0,0
105948,Yasaman,F,108,,1,0
105949,Yasameen,F,22,,0,0
105950,Yasamin,F,205,,1,0
105951,Yasamine,F,28,,0,0
105952,Yasar,M,5,,2,0
105953,Yasari,F,13,,1,0
105954,Yaschia,F,5,,1,0
105955,Yaschica,F,6,,1,0
105956,Yaseen,M,2154,,1,0
105957,Yaseer,M,17,,1,0
105958,Yasel,M,6,,2,0
105959,Yaselin,F,16,,1,0
105960,Yasemin,F,408,,1,0
105961,Yasen,M,11,,2,0
105962,Yasenia,F,159,,0,0
105963,Yaser,M,387,,2,0
105964,Yash,M,2332,,3,0
105965,Yasha,F,204,,2,0
105966,Yasha,M,48,,2,0
105967,Yashar,M,110,,2,0
105968,Yashas,M,105,,2,0
105969,Yashasvi,F,39,,1,0
105970,Yashaswini,F,6,,0,0
105971,Yashdeep,M,5,,1,0
105972,Yasheca,F,6,,1,0
105973,Yasheika,F,27,,0,0
105974,Yasheka,F,87,,1,0
105975,Yashekia,F,10,,0,0
105976,Yashi,F,46,,2,0
105977,Yashia,F,16,,1,0
105978,Yashica,F,1041,,1,0
105979,Yashika,F,558,,1,0
105980,Yashima,F,6,,1,0
105981,Yashir,M,5,,2,0
105982,Yashira,F,499,,1,0
105983,Yashita,F,6,,1,0
105984,Yashley,F,6,,1,0
105985,Yashmit,M,5,,2,0
105986,Yashoda,F,5,,1,0
105987,Yashraj,M,10,,2,0
105988,Yashua,M,276,,1,0
105989,Yashveer,M,11,,1,0
105990,Yashvi,F,336,,2,0
105991,Yashwant,M,5,,2,0
105992,Yashwanth,M,20,,2,0
105993,Yashwin,M,12,,2,0
105994,Yasiah,F,5,,1,0
105995,Yasiel,M,431,,1,0
105996,Yasiin,M,34,,1,0
105997,Yasim,M,23,,2,0
105998,Yasin,F,5,,2,0
105999,Yasin,M,1917,,2,0
106000,Yasina,F,22,,1,0
106001,Yasine,M,10,,1,0
106002,Yasir,M,2070,,2,0
106003,Yasira,F,83,,1,0
106004,Yasirah,F,35,,1,0
106005,Yasiris,F,5,,1,0
106006,Yasleen,F,54,,1,0
106007,Yaslen,F,5,,2,0
106008,Yaslene,F,81,,1,0
106009,Yasley,F,5,,1,0
106010,Yaslin,F,500,,2,0
106011,Yasline,F,21,,1,0
106012,Yasly,F,6,,2,0
106013,Yaslyn,F,151,,2,0
106014,Yaslynn,F,19,,2,0
106015,Yasma,F,6,,2,0
106016,Yasmaine,F,20,,0,0
106017,Yasmani,M,59,,1,0
106018,Yasmany,M,10,,1,0
106019,Yasmean,F,26,,1,0
106020,Yasmeen,F,5469,,1,0
106021,Yasmeena,F,27,,0,0
106022,Yasmein,F,5,,1,0
106023,Yasmeli,F,6,,1,0
106024,Yasmely,F,11,,1,0
106025,Yasmen,F,224,,2,0
106026,Yasmene,F,75,,1,0
106027,Yasmiin,F,10,,1,0
106028,Yasmim,F,22,,2,0
106029,Yasmin,F,19769,,2,0
106030,Yasmin,M,80,,2,0
106031,Yasmina,F,1070,,1,0
106032,Yasminda,F,6,,1,0
106033,Yasmine,F,12620,,1,0
106034,Yasmine,M,5,,1,0
106035,Yasmir,F,5,,2,0
106036,Yasmira,F,6,,1,0
106037,Yasmyn,F,135,,2,0
106038,Yasmyne,F,48,,1,0
106039,Yasna,F,53,,2,0
106040,Yasniel,M,5,,1,0
106041,Yasseen,M,74,,1,0
106042,Yassen,M,70,,2,0
106043,Yasser,M,880,,2,0
106044,Yassiel,M,31,,1,0
106045,Yassin,F,13,,2,0
106046,Yassin,M,854,,2,0
106047,Yassine,M,393,,1,0
106048,Yassir,M,241,,2,0
106049,Yassmin,F,134,,2,0
106050,Yassmine,F,111,,1,0
106051,Yastelin,F,10,,1,0
106052,Yasuhiro,M,6,,0,0
106053,Yasuko,F,294,,1,0
106054,Yasunobu,M,5,,0,0
106055,Yasuo,M,201,,1,0
106056,Yasuri,F,53,,1,0
106057,Yatana,F,29,,1,0
106058,Yatasha,F,16,,1,0
106059,Yates,M,432,,2,0
106060,Yatharth,M,5,,2,0
106061,Yathziri,F,11,,1,0
106062,Yathziry,F,12,,1,0
106063,Yatin,M,12,,2,0
106064,Yatisha,F,6,,1,0
106065,Yatniel,M,10,,1,0
106066,Yatta,F,10,,2,0
106067,Yatzari,F,190,,1,0
106068,Yatzary,F,71,,1,0
106069,Yatzel,F,25,,2,0
106070,Yatziel,M,5,,1,0
106071,Yatzil,F,358,,2,0
106072,Yatziri,F,936,,1,0
106073,Yatziry,F,472,,1,0
106074,Yavanna,F,5,,1,0
106075,Yavette,F,40,,1,0
106076,Yavian,M,22,,1,0
106077,Yaviel,M,63,,1,0
106078,Yavier,M,82,,1,0
106079,Yavin,M,57,,2,0
106080,Yavonda,F,43,,1,0
106081,Yavonna,F,6,,1,0
106082,Yavonne,F,216,,1,0
106083,Yavuz,M,72,,2,0
106084,Yaw,M,345,,3,0
106085,Yawanda,F,5,,1,0
106086,Yaxaira,F,7,,0,0
106087,Yaxel,M,15,,2,0
106088,Yaxeni,F,45,,1,0
106089,Yaxiel,M,123,,1,0
106090,Yaxiry,F,6,,1,0
106091,Yaxye,M,5,,1,0
106092,Yaya,M,35,,1,0
106093,Yayden,M,5,,1,0
106094,Yayeko,F,11,,0,0
106095,Yaylin,F,7,,1,0
106096,Yayoi,F,11,,0,0
106097,Yayra,F,10,,1,0
106098,Yaz,F,15,,3,0
106099,Yazaira,F,153,,0,0
106100,Yazan,M,1176,,2,0
106101,Yazareth,F,14,,1,0
106102,Yazayra,F,12,,0,0
106103,Yazbeth,F,10,,2,0
106104,Yazdan,M,8,,2,0
106105,Yazeed,M,351,,1,0
106106,Yazel,F,10,,2,0
106107,Yazen,M,282,,2,0
106108,Yazhini,F,63,,1,0
106109,Yazid,M,276,,2,0
106110,Yaziel,M,212,,1,0
106111,Yazil,F,5,,2,0
106112,Yazin,M,7,,2,0
106113,Yazir,M,105,,2,0
106114,Yazira,F,31,,1,0
106115,Yazlee,F,5,,1,0
106116,Yazleemar,F,66,,0,0
106117,Yazleen,F,81,,1,0
106118,Yazlen,F,5,,2,0
106119,Yazlene,F,41,,1,0
106120,Yazlin,F,311,,2,0
106121,Yazline,F,10,,1,0
106122,Yazlyn,F,229,,2,0
106123,Yazlynn,F,107,,2,0
106124,Yazmani,M,6,,1,0
106125,Yazmarie,F,15,,0,0
106126,Yazmeen,F,468,,1,0
106127,Yazmen,F,71,,2,0
106128,Yazmene,F,5,,1,0
106129,Yazmin,F,8495,,2,0
106130,Yazmin,M,7,,2,0
106131,Yazmina,F,65,,1,0
106132,Yazmine,F,2432,,1,0
106133,Yazmyn,F,237,,2,0
106134,Yazmyne,F,162,,1,0
106135,Yazn,M,24,,3,0
106136,Yazuri,F,19,,1,0
106137,Yazzie,M,5,,1,0
106138,Yazziel,M,5,,1,0
106139,Yazzmin,F,17,,2,0
106140,Yazzmine,F,18,,1,0
106141,Ydania,F,6,,1,0
106142,Ye,F,16,,3,0
106143,Ye,M,22,,3,0
106144,Yeab,M,24,,2,0
106145,Yeabsera,F,5,,0,0
106146,Yeabsira,F,13,,0,0
106147,Yeabsira,M,25,,0,0
106148,Yecenia,F,1230,,0,0
106149,Yecenia,M,5,,0,0
106150,Yecheskel,M,301,,1,0
106151,Yechezkel,M,667,,1,0
106152,Yechiel,M,1483,,1,0
106153,Yecica,F,48,,1,0
106154,Yedaiah,M,16,,0,0
106155,Yedda,F,5,,2,0
106156,Yedid,F,10,,2,0
106157,Yedida,F,5,,1,0
106158,Yedidya,M,98,,0,0
106159,Yediel,M,47,,1,0
106160,Yee,F,201,,2,0
106161,Yee,M,287,,2,0
106162,Yeeleng,M,40,,1,0
106163,Yeferson,M,17,,1,0
106164,Yefim,M,16,,2,0
106165,Yefri,M,43,,2,0
106166,Yegor,M,43,,2,0
106167,Yehezkel,M,5,,1,0
106168,Yehia,M,84,,1,0
106169,Yehonatan,M,63,,0,0
106170,Yehoshua,M,1859,,0,0
106171,Yehuda,M,5650,,1,0
106172,Yehudah,M,633,,1,0
106173,Yehudis,F,1663,,1,0
106174,Yehudit,F,108,,1,0
106175,Yehya,M,70,,1,0
106176,Yeicelyn,F,5,,0,0
106177,Yeico,M,27,,1,0
106178,Yeicob,M,21,,1,0
106179,Yeidan,M,5,,1,0
106180,Yeiden,M,151,,1,0
106181,Yeidy,F,5,,1,0
106182,Yeila,F,74,,1,0
106183,Yeilani,F,21,,0,0
106184,Yeilen,F,10,,1,0
106185,Yeili,F,45,,1,0
106186,Yeilin,F,252,,1,0
106187,Yeily,F,142,,1,0
106188,Yeilyn,F,109,,1,0
106189,Yeimi,F,577,,1,0
106190,Yeimy,F,375,,1,0
106191,Yeira,F,234,,1,0
106192,Yeiren,M,91,,1,0
106193,Yeiri,F,29,,1,0
106194,Yeiry,F,6,,1,0
106195,Yeison,M,352,,1,0
106196,Yeisy,F,10,,1,0
106197,Yeji,F,7,,2,0
106198,Yejide,F,5,,1,0
106199,Yejin,F,42,,2,0
106200,Yejun,M,14,,2,0
106201,Yekaterina,F,84,,-1,0
106202,Yekusiel,M,57,,0,0
106203,Yelaina,F,5,,0,0
106204,Yelani,F,11,,1,0
106205,Yeleina,F,15,,0,0
106206,Yeleini,F,6,,0,0
106207,Yelena,F,1093,,1,0
106208,Yeleni,F,12,,1,0
106209,Yelenis,F,7,,1,0
106210,Yelianny,F,6,,0,0
106211,Yelina,F,85,,1,0
106212,Yelisa,F,6,,1,0
106213,Yelisey,M,5,,0,0
106214,Yelissa,F,25,,1,0
106215,Yelitza,F,934,,1,0
106216,Yelixa,F,8,,1,0
106217,Yeliz,F,5,,2,0
106218,Yelizaveta,F,5,,-1,0
106219,Yelonda,F,46,,1,0
106220,Yeltsin,M,37,,2,0
106221,Yema,F,5,,2,0
106222,Yemariam,F,62,,0,0
106223,Yemaryam,F,5,,0,0
106224,Yemaya,F,190,,0,0
106225,Yemisi,F,10,,1,0
106226,Yen,F,554,,3,0
106227,Yen,M,42,,3,0
106228,Yena,F,209,,2,0
106229,Yenci,F,5,,2,0
106230,Yency,F,11,,2,0
106231,Yendi,F,48,,2,0
106232,Yendriel,M,6,,1,0
106233,Yendy,F,6,,2,0
106234,Yeneisy,F,33,,0,0
106235,Yener,M,10,,2,0
106236,Yenesis,F,67,,1,0
106237,Yeng,F,98,,3,0
106238,Yeng,M,426,,3,0
106239,Yengkong,M,45,,2,0
106240,Yeni,F,444,,2,0
106241,Yenia,F,37,,1,0
106242,Yeniel,M,27,,1,0
106243,Yenifer,F,1081,,1,0
106244,Yenis,F,20,,2,0
106245,Yenisel,F,6,,1,0
106246,Yenitza,F,16,,1,0
106247,Yenna,F,39,,2,0
106248,Yennhi,F,15,,2,0
106249,Yenni,F,72,,2,0
106250,Yennie,F,5,,1,0
106251,Yennifer,F,448,,1,0
106252,Yenny,F,227,,2,0
106253,Yensi,F,35,,2,0
106254,Yensid,F,5,,2,0
106255,Yensy,F,6,,2,0
106256,Yenta,F,11,,2,0
106257,Yentel,F,7,,2,0
106258,Yentl,F,51,,3,0
106259,Yenty,F,79,,2,0
106260,Yeny,F,108,,2,0
106261,Yenziel,M,6,,1,0
106262,Yer,F,572,,3,0
106263,Yer,M,142,,3,0
106264,Yerachmiel,M,168,,0,0
106265,Yerai,M,8,,1,0
106266,Yeraldi,F,171,,1,0
106267,Yeraldin,F,351,,1,0
106268,Yeraldine,F,101,,0,0
106269,Yeraldo,M,23,,1,0
106270,Yeraldy,F,73,,1,0
106271,Yerani,F,5,,1,0
106272,Yerania,F,67,,0,0
106273,Yeray,F,5,,1,0
106274,Yeray,M,262,,1,0
106275,Yered,M,6,,2,0
106276,Yerelin,F,7,,1,0
106277,Yeremi,M,57,,1,0
106278,Yeremiah,M,36,,0,0
106279,Yeremy,M,51,,1,0
106280,Yerenia,F,5,,0,0
106281,Yerica,F,5,,1,0
106282,Yerick,M,158,,2,0
106283,Yeriel,M,278,,1,0
106284,Yerik,M,744,,2,0
106285,Yerika,F,11,,1,0
106286,Yerimar,F,5,,1,0
106287,Yerin,F,32,,2,0
106288,Yeritza,F,6,,1,0
106289,Yerli,F,6,,2,0
106290,Yerlin,F,63,,2,0
106291,Yerly,F,7,,2,0
106292,Yermi,M,6,,2,0
106293,Yero,M,19,,2,0
106294,Yerucham,M,10,,1,0
106295,Yeruchem,M,6,,1,0
106296,Yesania,F,6,,0,0
106297,Yescenia,F,15,,0,0
106298,Yesel,F,5,,2,0
106299,Yesemia,F,14,,0,0
106300,Yesena,F,67,,1,0
106301,Yesenia,F,38573,,0,0
106302,Yesenia,M,314,,0,0
106303,Yesenio,F,6,,0,0
106304,Yesennia,F,77,,0,0
106305,Yesenya,F,22,,0,0
106306,Yesh,M,10,,3,0
106307,Yesha,F,99,,2,0
106308,Yeshaya,M,599,,0,0
106309,Yeshayah,M,5,,0,0
106310,Yeshayahu,M,26,,-1,0
106311,Yeshi,F,6,,2,0
106312,Yeshia,F,60,,1,0
106313,Yeshia,M,5,,1,0
106314,Yeshua,M,1652,,1,0
106315,Yeshwin,M,5,,2,0
106316,Yesica,F,2317,,1,0
106317,Yesica,M,5,,1,0
106318,Yesika,F,98,,1,0
106319,Yesina,F,35,,1,0
106320,Yesinia,F,48,,0,0
106321,Yesley,F,5,,1,0
106322,Yesli,F,183,,2,0
106323,Yeslie,F,33,,1,0
106324,Yeslin,F,187,,2,0
106325,Yesly,F,210,,2,0
106326,Yesmeen,F,39,,1,0
106327,Yesmi,F,5,,2,0
106328,Yesmin,F,150,,2,0
106329,Yesmine,F,5,,1,0
106330,Yesnia,F,18,,1,0
106331,Yessel,F,7,,2,0
106332,Yessenia,F,7224,,0,0
106333,Yessenia,M,12,,0,0
106334,Yessenya,F,5,,0,0
106335,Yessi,F,6,,2,0
106336,Yessia,F,8,,1,0
106337,Yessica,F,3769,,1,0
106338,Yessika,F,103,,1,0
106339,Yessy,F,5,,2,0
106340,Yestin,M,5,,2,0
106341,Yetive,F,51,,1,0
106342,Yetta,F,3795,,2,0
106343,Yetunde,F,192,,1,0
106344,Yetzael,M,54,,1,0
106345,Yetzali,F,209,,1,0
106346,Yetzaly,F,10,,1,0
106347,Yetziel,M,6,,1,0
106348,Yeudiel,M,76,,0,0
106349,Yeva,F,162,,2,0
106350,Yevetta,F,5,,1,0
106351,Yevette,F,839,,1,0
106352,Yevgeniy,M,6,,0,0
106353,Yevonne,F,303,,1,0
106354,Yewande,F,28,,1,0
106355,Yewell,M,11,,2,0
106356,Yewon,F,5,,2,0
106357,Yexalen,F,77,,1,0
106358,Yexenia,F,12,,0,0
106359,Yexian,M,12,,1,0
106360,Yexiel,M,5,,1,0
106361,Yeyetzi,F,11,,0,0
106362,Yeymi,F,29,,1,0
106363,Yeyson,M,20,,1,0
106364,Yezan,M,5,,2,0
106365,Yezen,M,39,,2,0
106366,Yezenia,F,497,,0,0
106367,Yeziel,M,10,,1,0
106368,Ygnacia,F,10,,1,0
106369,Ygnacio,M,645,,1,0
106370,Yhadira,F,6,,1,0
106371,Yhael,M,11,,2,0
106372,Yhair,M,50,,2,0
106373,Yhoalibeth,F,12,,0,0
106374,Yi,F,127,,3,0
106375,Yi,M,209,,3,0
106376,Yia,M,32,,2,0
106377,Yian,F,5,,2,0
106378,Yian,M,39,,2,0
106379,Yiana,F,5,,1,0
106380,Yianna,F,83,,1,0
106381,Yianni,M,362,,1,0
106382,Yiannis,M,230,,1,0
106383,Yicel,F,86,,2,0
106384,Yichen,F,49,,2,0
106385,Yichen,M,94,,2,0
106386,Yicheng,M,32,,2,0
106387,Yida,M,186,,2,0
106388,Yiddy,M,10,,2,0
106389,Yidel,M,211,,2,0
106390,Yides,F,667,,2,0
106391,Yien,M,5,,2,0
106392,Yiesha,F,6,,1,0
106393,Yifan,F,10,,2,0
106394,Yifan,M,75,,2,0
106395,Yifei,F,5,,1,0
106396,Yigit,M,64,,2,0
106397,Yihan,F,48,,2,0
106398,Yihan,M,12,,2,0
106399,Yihao,M,5,,1,0
106400,Yiheng,M,7,,2,0
106401,Yilda,F,33,,2,0
106402,Yilia,F,62,,1,0
106403,Yilin,F,61,,2,0
106404,Yilin,M,5,,2,0
106405,Yimi,M,14,,2,0
106406,Yiming,M,57,,2,0
106407,Yin,F,13,,3,0
106408,Yina,F,87,,2,0
106409,Yinessa,F,6,,1,0
106410,Yinessa,M,5,,1,0
106411,Ying,F,260,,3,0
106412,Ying,M,140,,3,0
106413,Yining,F,5,,2,0
106414,Yinon,M,12,,2,0
106415,Yinuo,F,30,,1,0
106416,Yinuo,M,19,,1,0
106417,Yiorgos,M,5,,1,0
106418,Yiovanni,M,35,,0,0
106419,Yiqing,F,5,,2,0
106420,Yira,F,13,,2,0
106421,Yiran,F,31,,2,0
106422,Yiran,M,10,,2,0
106423,Yireh,F,58,,2,0
106424,Yireh,M,5,,2,0
106425,Yirmeyah,M,5,,0,0
106426,Yiru,F,5,,2,0
106427,Yisel,F,804,,2,0
106428,Yisela,F,38,,1,0
106429,Yisell,F,69,,2,0
106430,Yiselle,F,131,,1,0
106431,Yisenia,F,5,,0,0
106432,Yishai,M,294,,1,0
106433,Yishan,F,5,,2,0
106434,Yishay,M,21,,1,0
106435,Yisleine,F,5,,0,0
106436,Yisrael,M,1067,,1,0
106437,Yisroel,M,5078,,1,0
106438,Yissachar,M,35,,1,0
106439,Yissel,F,342,,2,0
106440,Yissell,F,15,,2,0
106441,Yisselle,F,17,,1,0
106442,Yissochor,M,23,,1,0
106443,Yita,F,45,,2,0
106444,Yitel,F,5,,2,0
106445,Yitong,F,12,,2,0
106446,Yitsel,F,5,,2,0
106447,Yitta,F,260,,2,0
106448,Yittel,F,88,,2,0
106449,Yitty,F,1223,,2,0
106450,Yitzchak,M,1088,,2,0
106451,Yitzchock,M,10,,2,0
106452,Yitzchok,M,3939,,2,0
106453,Yitzel,F,181,,2,0
106454,Yitzhak,M,191,,2,0
106455,Yitzy,M,6,,2,0
106456,Yixin,F,41,,2,0
106457,Yixuan,F,22,,1,0
106458,Yixuan,M,5,,1,0
106459,Yiyang,M,25,,1,0
106460,Yiyi,F,34,,1,0
106461,Yizel,F,183,,2,0
106462,Yizelle,F,5,,1,0
106463,Yizza,F,5,,2,0
106464,Ykeisha,F,10,,1,0
106465,Yker,M,12,,3,0
106466,Ylan,F,12,,3,0
106467,Ylana,F,22,,2,0
106468,Ylanda,F,20,,2,0
106469,Ylani,F,5,,2,0
106470,Ylario,M,5,,1,0
106471,Yle,M,17,,3,0
106472,Yleana,F,26,,1,0
106473,Ylenia,F,27,,1,0
106474,Yler,M,5,,3,0
106475,Yliana,F,463,,1,0
106476,Ylianna,F,89,,1,0
106477,Yll,M,5,,4,0
106478,Ylonda,F,274,,2,0
106479,Ylva,F,7,,3,0
106480,Yma,F,29,,3,0
106481,Ymani,F,264,,2,0
106482,Ymari,F,17,,2,0
106483,Ymelda,F,22,,2,0
106484,Yna,F,11,,3,0
106485,Ynes,F,16,,3,0
106486,Ynes,M,23,,3,0
106487,Ynez,F,149,,3,0
106488,Ynez,M,5,,3,0
106489,Yngwie,M,5,,2,0
106490,Ynhi,F,6,,3,0
106491,Yo,F,9,,3,0
106492,Yoab,M,6,,2,0
106493,Yoali,F,148,,1,0
106494,Yoaly,F,12,,1,0
106495,Yoan,M,345,,2,0
106496,Yoana,F,1410,,1,0
106497,Yoandi,M,8,,1,0
106498,Yoandra,F,32,,1,0
106499,Yoandri,M,193,,1,0
106500,Yoandry,M,42,,1,0
106501,Yoandy,M,34,,1,0
106502,Yoani,M,12,,1,0
106503,Yoann,M,18,,2,0
106504,Yoanna,F,609,,1,0
106505,Yoany,F,5,,1,0
106506,Yoav,M,349,,2,0
106507,Yobana,F,105,,1,0
106508,Yobani,M,738,,1,0
106509,Yobany,M,215,,1,0
106510,Yocasta,F,11,,1,0
106511,Yocelin,F,1002,,1,0
106512,Yoceline,F,112,,0,0
106513,Yocelyn,F,864,,1,0
106514,Yocelyne,F,24,,0,0
106515,Yocelynn,F,15,,1,0
106516,Yochanan,M,219,,1,0
106517,Yochanon,M,34,,1,0
106518,Yocheved,F,1929,,1,0
106519,Yodahe,F,5,,1,0
106520,Yodahe,M,6,,1,0
106521,Yodit,F,41,,2,0
106522,Yoel,M,3237,,2,0
106523,Yoeli,F,33,,1,0
106524,Yoenis,M,7,,1,0
106525,Yoexis,M,6,,1,0
106526,Yogesh,M,51,,2,0
106527,Yogi,M,148,,2,0
106528,Yohaan,M,50,,1,0
106529,Yohali,F,16,,1,0
106530,Yohan,M,1063,,2,0
106531,Yohana,F,1055,,1,0
106532,Yohanan,F,10,,1,0
106533,Yohanan,M,57,,1,0
106534,Yohance,M,377,,1,0
106535,Yohandri,M,9,,1,0
106536,Yohandry,M,31,,1,0
106537,Yohanes,M,43,,1,0
106538,Yohann,M,204,,2,0
106539,Yohanna,F,709,,1,0
106540,Yohannes,M,288,,1,0
106541,Yohanny,F,5,,1,0
106542,Yohei,M,34,,1,0
106543,Yohel,M,16,,2,0
106544,Yohsuke,M,5,,1,0
106545,Yoichi,M,18,,1,0
106546,Yojaira,F,6,,0,0
106547,Yojan,M,89,,2,0
106548,Yojana,F,29,,1,0
106549,Yojhan,M,6,,2,0
106550,Yokasta,F,12,,1,0
106551,Yoko,F,470,,2,0
106552,Yola,F,587,,2,0
106553,Yolaine,F,8,,0,0
106554,Yolan,F,10,,2,0
106555,Yolana,F,5,,1,0
106556,Yoland,F,260,,2,0
106557,Yolanda,F,112472,,1,0
106558,Yolanda,M,537,,1,0
106559,Yolande,F,1620,,1,0
106560,Yolander,F,269,,1,0
106561,Yolandi,F,10,,1,0
106562,Yolandia,F,18,,0,0
106563,Yolandita,F,6,,0,0
106564,Yolando,F,468,,1,0
106565,Yolando,M,5,,1,0
106566,Yolandra,F,128,,1,0
106567,Yolani,F,88,,1,0
106568,Yolanta,F,5,,1,0
106569,Yolany,F,20,,1,0
106570,Yolaunda,F,14,,0,0
106571,Yolenda,F,5,,1,0
106572,Yolet,F,38,,2,0
106573,Yoleth,F,8,,2,0
106574,Yolette,F,115,,1,0
106575,Yoli,F,21,,2,0
106576,Yolimar,F,10,,1,0
106577,Yolinda,F,181,,1,0
106578,Yolisma,F,5,,1,0
106579,Yollanda,F,10,,1,0
106580,Yolonda,F,3872,,1,0
106581,Yolonde,F,5,,1,0
106582,Yolotzin,F,55,,1,0
106583,Yoltzin,F,96,,2,0
106584,Yoltzin,M,87,,2,0
106585,Yolunda,F,240,,1,0
106586,Yom,M,6,,3,0
106587,Yomaira,F,451,,0,0
106588,Yomaly,F,10,,1,0
106589,Yomar,M,312,,2,0
106590,Yomara,F,187,,1,0
106591,Yomari,F,24,,1,0
106592,Yomaris,F,107,,1,0
106593,Yomayra,F,156,,0,0
106594,Yomira,F,124,,1,0
106595,Yomna,F,53,,2,0
106596,Yomo,M,5,,2,0
106597,Yomtov,M,9,,2,0
106598,Yon,M,87,,3,0
106599,Yona,F,240,,2,0
106600,Yona,M,330,,2,0
106601,Yonael,M,65,,1,0
106602,Yonah,F,5,,2,0
106603,Yonah,M,662,,2,0
106604,Yonas,M,341,,2,0
106605,Yonason,M,48,,1,0
106606,Yonatan,M,2171,,1,0
106607,Yonathan,M,1241,,1,0
106608,Yonaton,M,11,,1,0
106609,Yonda,F,10,,2,0
106610,Yone,F,5,,2,0
106611,Yoneko,F,202,,1,0
106612,Yonel,M,29,,2,0
106613,Yoneo,M,34,,1,0
106614,Yong,F,124,,3,0
106615,Yong,M,305,,3,0
106616,Yoni,F,20,,2,0
106617,Yoni,M,688,,2,0
106618,Yonic,M,53,,2,0
106619,Yoniel,M,97,,1,0
106620,Yonika,F,5,,1,0
106621,Yonina,F,47,,1,0
106622,Yonis,M,325,,2,0
106623,Yonna,F,130,,2,0
106624,Yonni,M,11,,2,0
106625,Yonnie,F,36,,1,0
106626,Yonnis,M,5,,2,0
106627,Yonny,M,26,,2,0
106628,Yony,M,173,,2,0
106629,Yoo,F,12,,2,0
106630,Yoon,F,29,,2,0
106631,Yoon,M,80,,2,0
106632,Yoona,F,71,,1,0
106633,Yoonseo,F,5,,0,0
106634,Yoram,M,6,,2,0
106635,Yordan,M,144,,2,0
106636,Yordani,M,13,,1,0
106637,Yordanny,M,5,,1,0
106638,Yordano,M,23,,1,0
106639,Yordanos,F,47,,1,0
106640,Yordany,M,29,,1,0
106641,Yordi,M,518,,2,0
106642,Yordin,M,71,,2,0
106643,Yordy,M,266,,2,0
106644,Yordyn,M,5,,2,0
106645,Yorel,M,95,,2,0
106646,Yorgelis,F,6,,1,0
106647,Yori,F,44,,2,0
106648,Yori,M,6,,2,0
106649,Yorick,M,44,,2,0
106650,Yoriel,M,23,,1,0
106651,York,F,5,,3,0
106652,York,M,907,,3,0
106653,Yorlei,F,20,,1,0
106654,Yorleni,F,31,,1,0
106655,Yorleny,F,59,,1,0
106656,Yorlet,F,9,,2,0
106657,Yorley,F,136,,1,0
106658,Yorman,M,22,,2,0
106659,Yoruba,F,13,,1,0
106660,Yorvin,M,5,,2,0
106661,Yosaira,F,5,,0,0
106662,Yosalin,F,10,,1,0
106663,Yosan,F,21,,2,0
106664,Yosbel,M,26,,2,0
106665,Yoscar,M,31,,2,0
106666,Yosef,M,7637,,2,0
106667,Yosel,M,10,,2,0
106668,Yoseli,F,29,,1,0
106669,Yoselin,F,6028,,1,0
106670,Yoselina,F,5,,0,0
106671,Yoseline,F,792,,0,0
106672,Yoselyn,F,1633,,1,0
106673,Yoselyne,F,13,,0,0
106674,Yoselynn,F,33,,1,0
106675,Yosemite,F,5,,0,0
106676,Yoseph,M,825,,2,0
106677,Yosgar,M,99,,2,0
106678,Yosgard,M,5,,2,0
106679,Yosgart,M,278,,2,0
106680,Yosgarth,M,8,,2,0
106681,Yosha,F,37,,2,0
106682,Yoshani,F,6,,1,0
106683,Yosheka,F,5,,1,0
106684,Yoshi,F,81,,2,0
106685,Yoshi,M,143,,2,0
106686,Yoshiaki,M,89,,0,0
106687,Yoshica,F,6,,1,0
106688,Yoshida,F,27,,1,0
106689,Yoshie,F,395,,1,0
106690,Yoshigei,F,21,,0,0
106691,Yoshigey,F,6,,0,0
106692,Yoshiharu,M,73,,0,0
106693,Yoshihiko,M,5,,0,0
106694,Yoshihiro,M,25,,0,0
106695,Yoshika,F,81,,1,0
106696,Yoshikatsu,M,5,,0,0
106697,Yoshikazu,M,12,,0,0
106698,Yoshiki,M,22,,1,0
106699,Yoshiko,F,1330,,1,0
106700,Yoshimi,F,30,,1,0
106701,Yoshimi,M,65,,1,0
106702,Yoshino,F,61,,1,0
106703,Yoshinobu,M,33,,0,0
106704,Yoshinori,M,25,,0,0
106705,Yoshio,M,1164,,1,0
106706,Yoshira,F,8,,1,0
106707,Yoshiro,M,27,,1,0
106708,Yoshitaka,M,15,,0,0
106709,Yoshito,M,202,,1,0
106710,Yoshiyah,M,10,,0,0
106711,Yoshiye,F,155,,0,0
106712,Yoshiyuki,M,36,,-1,0
106713,Yoshua,M,413,,1,0
106714,Yosiah,M,151,,1,0
106715,Yosief,M,6,,1,0
106716,Yosiel,M,62,,1,0
106717,Yosif,M,37,,2,0
106718,Yosilin,F,5,,1,0
106719,Yosimar,M,11,,1,0
106720,Yosiyah,M,5,,0,0
106721,Yoskar,M,136,,2,0
106722,Yoslan,M,7,,2,0
106723,Yosmairy,F,5,,0,0
106724,Yosman,M,5,,2,0
106725,Yosmar,M,128,,2,0
106726,Yosmely,F,10,,1,0
106727,Yosniel,M,24,,1,0
106728,Yosra,F,7,,2,0
106729,Yossef,M,122,,2,0
106730,Yosselin,F,470,,1,0
106731,Yosseline,F,40,,0,0
106732,Yosselyn,F,180,,1,0
